uid,label_counter,majority_label,label_dist,label_count,entropy,example,old_label,old_labels,premise,hypothesis
8111n,"{'e': 65, 'n': 32, 'c': 3}",e,"[0.65, 0.32, 0.03]","[65, 32, 3]",1.0817682362845946,"{'uid': '8111n', 'premise': ""News argues that most of America's 93 million volunteers aren't doing much good."", 'hypothesis': ""News points out that America's volunteers need to do more."", 'source': 'mnli_agree_3'}",n,"['neutral', 'neutral', 'entailment', 'entailment', 'neutral']",News argues that most of America's 93 million volunteers aren't doing much good.,News points out that America's volunteers need to do more.
560278886.jpg#1r1n,"{'n': 76, 'e': 22, 'c': 2}",n,"[0.22, 0.76, 0.02]","[22, 76, 2]",0.8943563234573944,"{'uid': '560278886.jpg#1r1n', 'premise': 'A group of young soccer players run down the field after the ball.', 'hypothesis': 'Rival teams compete for the ball.', 'source': 'snli_agree_3'}",n,"['neutral', 'neutral', 'entailment', 'entailment', 'neutral']",A group of young soccer players run down the field after the ball.,Rival teams compete for the ball.
5090324042.jpg#4r1n,"{'n': 86, 'c': 4, 'e': 10}",n,"[0.1, 0.86, 0.04]","[10, 86, 4]",0.7050756912421843,"{'uid': '5090324042.jpg#4r1n', 'premise': ""A man is singing on stage with his fingers in a stuffed bear's nose."", 'hypothesis': 'A man on stage singing accompanied by a stuffed bear is a ventriloquist.', 'source': 'snli_agree_3'}",n,"['neutral', 'entailment', 'neutral', 'neutral', 'entailment']",A man is singing on stage with his fingers in a stuffed bear's nose.,A man on stage singing accompanied by a stuffed bear is a ventriloquist.
17950c,"{'c': 69, 'n': 30, 'e': 1}",c,"[0.01, 0.3, 0.69]","[1, 30, 69]",0.9569071359152326,"{'uid': '17950c', 'premise': 'These adaptations are not uniformly valued.', 'hypothesis': 'Adaptions are always valued ', 'source': 'mnli_agree_3'}",c,"['contradiction', 'contradiction', 'neutral', 'neutral', 'contradiction']",These adaptations are not uniformly valued.,Adaptions are always valued 
134217n,"{'e': 31, 'n': 52, 'c': 17}",n,"[0.31, 0.52, 0.17]","[31, 52, 17]",1.4489579971088677,"{'uid': '134217n', 'premise': 'uh-huh and is it true i mean is it um', 'hypothesis': 'It is absolutely correct.', 'source': 'mnli_agree_3'}",n,"['neutral', 'entailment', 'neutral', 'entailment', 'neutral']",uh-huh and is it true i mean is it um,It is absolutely correct.
22852n,"{'e': 33, 'n': 66, 'c': 1}",n,"[0.33, 0.66, 0.01]","[33, 66, 1]",0.9899060116098558,"{'uid': '22852n', 'premise': 'Professor Rogers began her career by clerking for The Honorable Thomas D. Lambros of the United States District Court for the Northern District of Ohio.', 'hypothesis': 'Her career benefited from being a clerk to Thomas.', 'source': 'mnli_agree_3'}",e,"['neutral', 'entailment', 'entailment', 'entailment', 'neutral']",Professor Rogers began her career by clerking for The Honorable Thomas D. Lambros of the United States District Court for the Northern District of Ohio.,Her career benefited from being a clerk to Thomas.
4935649066.jpg#0r1e,"{'e': 53, 'n': 46, 'c': 1}",e,"[0.53, 0.46, 0.01]","[53, 46, 1]",1.0672198490700033,"{'uid': '4935649066.jpg#0r1e', 'premise': 'The tops of a large number of balloons are visible behind a wall, with a large high rise building in the background.', 'hypothesis': 'The balloons are outside.', 'source': 'snli_agree_3'}",e,"['entailment', 'neutral', 'entailment', 'neutral', 'entailment']","The tops of a large number of balloons are visible behind a wall, with a large high rise building in the background.",The balloons are outside.
3082934678.jpg#2r1n,"{'n': 98, 'c': 1, 'e': 1}",n,"[0.01, 0.98, 0.01]","[1, 98, 1]",0.16144054254182064,"{'uid': '3082934678.jpg#2r1n', 'premise': 'Two yellow dogs are running side by side down a road.', 'hypothesis': 'the yellow dogs run on the road to their owners house', 'source': 'snli_agree_3'}",n,"['neutral', 'neutral', 'entailment', 'neutral', 'entailment']",Two yellow dogs are running side by side down a road.,the yellow dogs run on the road to their owners house
24103n,"{'n': 64, 'c': 18, 'e': 18}",n,"[0.18, 0.64, 0.18]","[18, 64, 18]",1.3026831892554922,"{'uid': '24103n', 'premise': 'if the United States had used full conventional power.', 'hypothesis': 'The United States is unable to maximize their potential.', 'source': 'mnli_agree_3'}",n,"['neutral', 'neutral', 'contradiction', 'contradiction', 'neutral']",if the United States had used full conventional power.,The United States is unable to maximize their potential.
122397c,"{'n': 25, 'c': 67, 'e': 8}",c,"[0.08, 0.25, 0.67]","[8, 25, 67]",1.178612384724336,"{'uid': '122397c', 'premise': 'On the days I go to my office, I wear a flannel shirt with no necktie if the weather is cool.', 'hypothesis': 'On hot days, I wear a flannel shirt to the office. ', 'source': 'mnli_agree_3'}",c,"['contradiction', 'contradiction', 'neutral', 'contradiction', 'entailment']","On the days I go to my office, I wear a flannel shirt with no necktie if the weather is cool.","On hot days, I wear a flannel shirt to the office. "
79007n,"{'n': 23, 'e': 72, 'c': 5}",e,"[0.72, 0.23, 0.05]","[72, 23, 5]",1.0449945340987787,"{'uid': '79007n', 'premise': ""yeah because i was saying to him i said i'm not that heavy i'm not heavy you know maybe ten to fifteen pounds like any other human being"", 'hypothesis': 'i could lose ten or fifteen pounds, like most other people', 'source': 'mnli_agree_3'}",e,"['neutral', 'entailment', 'entailment', 'entailment', 'neutral']",yeah because i was saying to him i said i'm not that heavy i'm not heavy you know maybe ten to fifteen pounds like any other human being,"i could lose ten or fifteen pounds, like most other people"
82174e,"{'n': 46, 'e': 52, 'c': 2}",e,"[0.52, 0.46, 0.02]","[52, 46, 2]",1.1187890365551307,"{'uid': '82174e', 'premise': 'NEH-supported exhibitions were distinguished by their elaborate wall panels--educational maps, photomurals, stenciled treatises--which competed with the objects themselves for space and attention.', 'hypothesis': 'The exhibitions seem well-funded due to the elaborate detail of the gallery. ', 'source': 'mnli_agree_3'}",e,"['entailment', 'entailment', 'neutral', 'neutral', 'entailment']","NEH-supported exhibitions were distinguished by their elaborate wall panels--educational maps, photomurals, stenciled treatises--which competed with the objects themselves for space and attention.",The exhibitions seem well-funded due to the elaborate detail of the gallery. 
4920970731.jpg#3r1c,"{'c': 16, 'n': 84}",n,"[0.0, 0.84, 0.16]","[0, 84, 16]",0.6343095546405662,"{'uid': '4920970731.jpg#3r1c', 'premise': 'A girl in a pink tank top and her boyfriend sitting on stone steps.', 'hypothesis': 'A boy and girl are kissing.', 'source': 'snli_agree_3'}",n,"['contradiction', 'neutral', 'neutral', 'contradiction', 'neutral']",A girl in a pink tank top and her boyfriend sitting on stone steps.,A boy and girl are kissing.
144753e,"{'e': 62, 'n': 36, 'c': 2}",e,"[0.62, 0.36, 0.02]","[62, 36, 2]",1.0710814768156296,"{'uid': '144753e', 'premise': ""When he's ready for a major strike, how many innocents do you suppose are going to suffer? To quote one of your contemporaries; 'The needs of the many outweigh the needs of the few.' '"", 'hypothesis': 'If he does a big strike, many people will suffer.', 'source': 'mnli_agree_3'}",e,"['entailment', 'neutral', 'entailment', 'entailment', 'neutral']","When he's ready for a major strike, how many innocents do you suppose are going to suffer? To quote one of your contemporaries; 'The needs of the many outweigh the needs of the few.' '","If he does a big strike, many people will suffer."
219288082.jpg#0r1c,"{'n': 47, 'c': 53}",c,"[0.0, 0.47, 0.53]","[0, 47, 53]",0.9974015885677396,"{'uid': '219288082.jpg#0r1c', 'premise': ""A white-haired man reclines in a seat pad on a boat's deck, reading a book."", 'hypothesis': 'A man drives a boat through the ocean.', 'source': 'snli_agree_3'}",c,"['contradiction', 'neutral', 'neutral', 'contradiction', 'contradiction']","A white-haired man reclines in a seat pad on a boat's deck, reading a book.",A man drives a boat through the ocean.
5456862756.jpg#0r1n,"{'n': 79, 'c': 3, 'e': 18}",n,"[0.18, 0.79, 0.03]","[18, 79, 3]",0.8657340234335624,"{'uid': '5456862756.jpg#0r1n', 'premise': 'A woman soaks her feet in a natural pool in a landscape of rocks, with green covered tents in the background.', 'hypothesis': 'A woman is camping', 'source': 'snli_agree_3'}",n,"['neutral', 'neutral', 'neutral', 'entailment', 'entailment']","A woman soaks her feet in a natural pool in a landscape of rocks, with green covered tents in the background.",A woman is camping
126988n,"{'n': 67, 'c': 32, 'e': 1}",n,"[0.01, 0.67, 0.32]","[1, 67, 32]",0.9795764321680173,"{'uid': '126988n', 'premise': ""and these poor guys out there uh trying to uphold the law um i don't know i kind of think they should bring back capital punishment"", 'hypothesis': 'If I were tasked with upholding the law, I would retire.', 'source': 'mnli_agree_3'}",n,"['neutral', 'contradiction', 'neutral', 'contradiction', 'neutral']",and these poor guys out there uh trying to uphold the law um i don't know i kind of think they should bring back capital punishment,"If I were tasked with upholding the law, I would retire."
4847684090.jpg#1r1c,"{'c': 52, 'n': 48}",c,"[0.0, 0.48, 0.52]","[0, 48, 52]",0.9988455359952018,"{'uid': '4847684090.jpg#1r1c', 'premise': 'A man in a light pink polo shirt holds a flag splayed out in the air behind him.', 'hypothesis': 'a man is laying at the beach', 'source': 'snli_agree_3'}",c,"['contradiction', 'contradiction', 'neutral', 'neutral', 'contradiction']",A man in a light pink polo shirt holds a flag splayed out in the air behind him.,a man is laying at the beach
311403792.jpg#3r1n,"{'n': 96, 'e': 4}",n,"[0.04, 0.96, 0.0]","[4, 96, 0]",0.24229218908241482,"{'uid': '311403792.jpg#3r1n', 'premise': 'A man is standing at a machine.', 'hypothesis': 'A man is standing at an ATM machine.', 'source': 'snli_agree_3'}",n,"['neutral', 'entailment', 'neutral', 'neutral', 'contradiction']",A man is standing at a machine.,A man is standing at an ATM machine.
3262301835.jpg#1r1e,"{'e': 85, 'c': 10, 'n': 5}",e,"[0.85, 0.05, 0.1]","[85, 5, 10]",0.747584679824574,"{'uid': '3262301835.jpg#1r1e', 'premise': 'Two elderly men and one elderly woman standing on a sidewalk staring to their left.', 'hypothesis': 'Three people look to their sides.', 'source': 'snli_agree_3'}",e,"['entailment', 'entailment', 'contradiction', 'contradiction', 'entailment']",Two elderly men and one elderly woman standing on a sidewalk staring to their left.,Three people look to their sides.
3381038951.jpg#0r1e,"{'n': 89, 'c': 9, 'e': 2}",n,"[0.02, 0.89, 0.09]","[2, 89, 9]",0.5751601860848226,"{'uid': '3381038951.jpg#0r1e', 'premise': 'A woman in a white t-shirt points at a geyser.', 'hypothesis': 'The women points her daughter to the geyser.', 'source': 'snli_agree_3'}",n,"['entailment', 'neutral', 'neutral', 'entailment', 'neutral']",A woman in a white t-shirt points at a geyser.,The women points her daughter to the geyser.
357725852.jpg#0r1c,"{'n': 57, 'c': 41, 'e': 2}",n,"[0.02, 0.57, 0.41]","[2, 57, 41]",1.1025125598074077,"{'uid': '357725852.jpg#0r1c', 'premise': 'The two people are on the end of the dock with a boat behind them, and they are surrounded by water.', 'hypothesis': 'Two people jumping off a dock into the water.', 'source': 'snli_agree_3'}",c,"['contradiction', 'entailment', 'neutral', 'contradiction', 'contradiction']","The two people are on the end of the dock with a boat behind them, and they are surrounded by water.",Two people jumping off a dock into the water.
7382482712.jpg#0r1c,"{'c': 28, 'n': 65, 'e': 7}",n,"[0.07, 0.65, 0.28]","[7, 65, 28]",1.1867428885860678,"{'uid': '7382482712.jpg#0r1c', 'premise': ""A soccer team dressed in all black are gathered together on a soccer field where it is cold enough to see one's own breath."", 'hypothesis': 'Some peoples are running in game', 'source': 'snli_agree_3'}",n,"['contradiction', 'neutral', 'neutral', 'neutral', 'contradiction']",A soccer team dressed in all black are gathered together on a soccer field where it is cold enough to see one's own breath.,Some peoples are running in game
4857090523.jpg#0r1n,"{'n': 32, 'c': 20, 'e': 48}",e,"[0.48, 0.32, 0.2]","[48, 32, 20]",1.4986885704510973,"{'uid': '4857090523.jpg#0r1n', 'premise': 'A little girl in a red and white shirt stands next to some caricatures of celebrities at an art fair.', 'hypothesis': 'a kid stands near modern art', 'source': 'snli_agree_3'}",n,"['neutral', 'contradiction', 'entailment', 'neutral', 'neutral']",A little girl in a red and white shirt stands next to some caricatures of celebrities at an art fair.,a kid stands near modern art
4709167742.jpg#1r1n,"{'n': 93, 'c': 4, 'e': 3}",n,"[0.03, 0.93, 0.04]","[3, 93, 4]",0.43488962042262075,"{'uid': '4709167742.jpg#1r1n', 'premise': 'A man in a plaid shirt and brown pants walking around town with one hand in his pocket.', 'hypothesis': 'The man has walking shoes on.', 'source': 'snli_agree_3'}",n,"['neutral', 'neutral', 'contradiction', 'entailment', 'neutral']",A man in a plaid shirt and brown pants walking around town with one hand in his pocket.,The man has walking shoes on.
76037n,"{'n': 49, 'c': 40, 'e': 11}",n,"[0.11, 0.49, 0.4]","[11, 49, 40]",1.3833396501532251,"{'uid': '76037n', 'premise': 'You did, didn\'t you?""', 'hypothesis': ""You didn't mean to do that, did you?"", 'source': 'mnli_agree_3'}",n,"['neutral', 'contradiction', 'contradiction', 'neutral', 'neutral']","You did, didn't you?""","You didn't mean to do that, did you?"
3975881094.jpg#0r1n,"{'e': 81, 'n': 16, 'c': 3}",e,"[0.81, 0.16, 0.03]","[81, 16, 3]",0.8210288124165439,"{'uid': '3975881094.jpg#0r1n', 'premise': 'A mother peacefully works on making a beautiful and colorful mat while her son admires her skills.', 'hypothesis': 'A mother works in peace.', 'source': 'snli_agree_3'}",e,"['neutral', 'entailment', 'entailment', 'entailment', 'neutral']",A mother peacefully works on making a beautiful and colorful mat while her son admires her skills.,A mother works in peace.
111577n,"{'c': 24, 'n': 62, 'e': 14}",n,"[0.14, 0.62, 0.24]","[14, 62, 24]",1.3188337880737202,"{'uid': '111577n', 'premise': 'But overinterpretation or even misinterpretation are not the same as bias.', 'hypothesis': '""You\'re not being overinterpreted or misinterpreted."" she claimed. ', 'source': 'mnli_agree_3'}",n,"['neutral', 'contradiction', 'neutral', 'contradiction', 'neutral']",But overinterpretation or even misinterpretation are not the same as bias.,"""You're not being overinterpreted or misinterpreted."" she claimed. "
3622216490.jpg#2r1c,"{'c': 37, 'n': 49, 'e': 14}",n,"[0.14, 0.49, 0.37]","[14, 49, 37]",1.4321209317874968,"{'uid': '3622216490.jpg#2r1c', 'premise': 'a skateboard performs a trick off a quarter pipe.', 'hypothesis': 'A skateboard does a trick without a skateboarder.', 'source': 'snli_agree_3'}",c,"['contradiction', 'entailment', 'contradiction', 'entailment', 'contradiction']",a skateboard performs a trick off a quarter pipe.,A skateboard does a trick without a skateboarder.
102647c,"{'c': 66, 'e': 17, 'n': 17}",c,"[0.17, 0.17, 0.66]","[17, 17, 66]",1.26481870497303,"{'uid': '102647c', 'premise': ""This was built 15 years earlier by Jahangir's wife, Nur Jahan, for her father, who served as Mughal Prime Minister."", 'hypothesis': ""Nur Jahan's husband Jahangir served as Mughal Prime Minister. "", 'source': 'mnli_agree_3'}",c,"['contradiction', 'entailment', 'contradiction', 'contradiction', 'entailment']","This was built 15 years earlier by Jahangir's wife, Nur Jahan, for her father, who served as Mughal Prime Minister.",Nur Jahan's husband Jahangir served as Mughal Prime Minister. 
241031254.jpg#3r1e,"{'e': 11, 'n': 87, 'c': 2}",n,"[0.11, 0.87, 0.02]","[11, 87, 2]",0.6379578703362284,"{'uid': '241031254.jpg#3r1e', 'premise': 'A man wearing a water pack and shorts on an outdoor trail.', 'hypothesis': 'A man is standing up.', 'source': 'snli_agree_3'}",n,"['entailment', 'neutral', 'neutral', 'entailment', 'neutral']",A man wearing a water pack and shorts on an outdoor trail.,A man is standing up.
45957e,"{'n': 32, 'e': 43, 'c': 25}",e,"[0.43, 0.32, 0.25]","[43, 32, 25]",1.5495982978091416,"{'uid': '45957e', 'premise': 'Bauerstein had been at Styles on the fatal night, and added: ""He said twice: \'That alters everything.\' And I\'ve been thinking. ', 'hypothesis': 'The fact that Styles was at Bauerstein changes everything.', 'source': 'mnli_agree_3'}",e,"['entailment', 'contradiction', 'entailment', 'entailment', 'contradiction']","Bauerstein had been at Styles on the fatal night, and added: ""He said twice: 'That alters everything.' And I've been thinking. ",The fact that Styles was at Bauerstein changes everything.
206373158.jpg#2r1c,"{'n': 33, 'c': 67}",c,"[0.0, 0.33, 0.67]","[0, 33, 67]",0.9149263727797277,"{'uid': '206373158.jpg#2r1c', 'premise': 'A construction man appears to be staring at a device.', 'hypothesis': 'The construction worker is sleeping standing up.', 'source': 'snli_agree_3'}",c,"['contradiction', 'neutral', 'entailment', 'contradiction', 'contradiction']",A construction man appears to be staring at a device.,The construction worker is sleeping standing up.
96539c,"{'n': 53, 'c': 29, 'e': 18}",n,"[0.18, 0.53, 0.29]","[18, 53, 29]",1.4486573600096169,"{'uid': '96539c', 'premise': ""so we've been out here well really in the house since December and we've been uh planting flowers that we could never plant in San Antonio uh"", 'hypothesis': 'We planted lots of different flowers in San Antonio.', 'source': 'mnli_agree_3'}",c,"['contradiction', 'neutral', 'neutral', 'contradiction', 'contradiction']",so we've been out here well really in the house since December and we've been uh planting flowers that we could never plant in San Antonio uh,We planted lots of different flowers in San Antonio.
40100e,"{'e': 95, 'c': 2, 'n': 3}",e,"[0.95, 0.03, 0.02]","[95, 3, 2]",0.33494448683868966,"{'uid': '40100e', 'premise': 'Linda Tripp was indicted for illegally taping telephone conversations with Monica Lewinsky.', 'hypothesis': 'Monica Lewinsky was illegally taped by Linda Tripp.', 'source': 'mnli_agree_3'}",e,"['entailment', 'neutral', 'entailment', 'neutral', 'entailment']",Linda Tripp was indicted for illegally taping telephone conversations with Monica Lewinsky.,Monica Lewinsky was illegally taped by Linda Tripp.
3296584432.jpg#4r1c,"{'n': 84, 'c': 15, 'e': 1}",n,"[0.01, 0.84, 0.15]","[1, 84, 15]",0.6882759652992884,"{'uid': '3296584432.jpg#4r1c', 'premise': 'A man and a dog on the beach.', 'hypothesis': 'The dog is eating a hamburger.', 'source': 'snli_agree_3'}",n,"['contradiction', 'neutral', 'contradiction', 'neutral', 'neutral']",A man and a dog on the beach.,The dog is eating a hamburger.
